asset_id,name,indoor_outdoor,timestamp,temp_c_barajas,meteorological_hazard_state,tree_count_50m,exposure_measurement_method,exposure_state,exposure_override_note,water_dist_m,transit_dist_m,adaptation_state,feasibility_state,exclusion_reason,evidence_confidence,missing_inputs,method_version,station_used,station_representativeness_note
A04,CaixaForum Madrid,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,0,point+50m radius (centroid),,,116.7,130.1,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A04,CaixaForum Madrid,indoor,2023-08-21T18:00:00+02:00,40.5,SEVERE,0,point+50m radius (centroid),,,116.7,130.1,GOOD,FEASIBLE WITH CONDITIONS,,LOW,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A05,Museo Naval de Madrid,indoor,2023-08-21T12:00:00+02:00,34.2,LOW,0,point+50m radius (centroid),,,132.5,101.1,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A05,Museo Naval de Madrid,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,0,point+50m radius (centroid),,,132.5,101.1,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A05,Museo Naval de Madrid,indoor,2023-08-21T18:00:00+02:00,40.5,SEVERE,0,point+50m radius (centroid),,,132.5,101.1,GOOD,FEASIBLE WITH CONDITIONS,,LOW,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A06,Museo Nacional de Antropología,indoor,2023-08-21T12:00:00+02:00,34.2,LOW,1,point+50m radius (centroid),,,267.7,27.4,LIMITED,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A06,Museo Nacional de Antropología,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,1,point+50m radius (centroid),,,267.7,27.4,LIMITED,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A06,Museo Nacional de Antropología,indoor,2023-08-21T18:00:00+02:00,40.5,SEVERE,1,point+50m radius (centroid),,,267.7,27.4,LIMITED,FEASIBLE WITH CONDITIONS,,LOW,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A07,Museo Nacional de Artes Decorativas,indoor,2023-08-21T12:00:00+02:00,34.2,LOW,5,point+50m radius (centroid),,,171.5,148.7,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A07,Museo Nacional de Artes Decorativas,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,5,point+50m radius (centroid),,,171.5,148.7,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A07,Museo Nacional de Artes Decorativas,indoor,2023-08-21T18:00:00+02:00,40.5,SEVERE,5,point+50m radius (centroid),,,171.5,148.7,GOOD,FEASIBLE WITH CONDITIONS,,LOW,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A08,Real Fábrica de Tapices,indoor,2023-08-21T12:00:00+02:00,34.2,LOW,0,point+50m radius (centroid),,,267.3,130.3,LIMITED,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A08,Real Fábrica de Tapices,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,0,point+50m radius (centroid),,,267.3,130.3,LIMITED,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A08,Real Fábrica de Tapices,indoor,2023-08-21T18:00:00+02:00,40.5,SEVERE,0,point+50m radius (centroid),,,267.3,130.3,LIMITED,FEASIBLE WITH CONDITIONS,,LOW,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A09,Madrid-Puerta de Atocha-Almudena Grandes,indoor,2023-08-21T12:00:00+02:00,34.2,LOW,0,point+50m radius (centroid),,,232.8,0.0,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A09,Madrid-Puerta de Atocha-Almudena Grandes,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,0,point+50m radius (centroid),,,232.8,0.0,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A09,Madrid-Puerta de Atocha-Almudena Grandes,indoor,2023-08-21T18:00:00+02:00,40.5,SEVERE,0,point+50m radius (centroid),,,232.8,0.0,GOOD,FEASIBLE WITH CONDITIONS,,LOW,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A10,Estación del Arte,indoor,2023-08-21T12:00:00+02:00,34.2,LOW,3,point+50m radius (centroid),,,48.7,0.0,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A10,Estación del Arte,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,3,point+50m radius (centroid),,,48.7,0.0,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A10,Estación del Arte,indoor,2023-08-21T18:00:00+02:00,40.5,SEVERE,3,point+50m radius (centroid),,,48.7,0.0,GOOD,FEASIBLE WITH CONDITIONS,,LOW,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A11,Retiro,indoor,2023-08-21T12:00:00+02:00,34.2,LOW,0,point+50m radius (centroid),,,43.5,0.0,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
A11,Retiro,indoor,2023-08-21T15:00:00+02:00,38.8,ELEVATED,0,point+50m radius (centroid),,,43.5,0.0,GOOD,FEASIBLE,,MEDIUM,,phase1.1-baseline-hardening-v1.1,"AEMET 08221 Madrid/Barajas (WMO) / AEMET indicativo 3129, ~9 km NE of study area","Hourly hazard input is Madrid/Barajas (~9 km NE of study area; open airport apron). Real Retiro (in/adjacent to study area) hourly data was sought and found unobtainable without account registration or payment - see docs/PHASE1_1_BASELINE_HARDENING.md Audit 1. Retiro's OFFICIAL daily max (40.0C, 21 Aug 2023) and monthly mean (28.0C, Aug 2023) are used as independent cross-checks: Barajas ran +0.5C warmer at daily-max and +0.11C warmer at monthly-mean for the same period, i.e. close regional agreement at daily/monthly scale, but hourly-scale agreement is NOT independently verified and must not be assumed at sub-daily resolution."
